,State-County,"1st, 2nd, 3rd","votes1, votes2, votes3","pct1, pct2, pct3","party1, party2, party3"
1585,Ohio - Pike,Bush / Kerry / Others,6519 / 5989 / 67,51.8% / 47.6% / 0.5%,Republican / Democratic / Others
1586,Ohio - Portage,Kerry / Bush / Others,40674 / 35583 / 389,53.1% / 46.4% / 0.5%,Democratic / Republican / Others
1587,Ohio - Preble,Bush / Kerry / Others,13733 / 7274 / 119,65.0% / 34.4% / 0.6%,Republican / Democratic / Others
1588,Ohio - Putnam,Bush / Kerry / Others,14370 / 4392 / 87,76.2% / 23.3% / 0.5%,Republican / Democratic / Others
1589,Ohio - Richland,Bush / Kerry / Others,36892 / 24645 / 330,59.6% / 39.8% / 0.5%,Republican / Democratic / Others
1590,Ohio - Ross,Bush / Kerry / Others,17229 / 13977 / 463,54.4% / 44.1% / 1.5%,Republican / Democratic / Others
1591,Ohio - Sandusky,Bush / Kerry / Others,16198 / 12653 / 104,55.9% / 43.7% / 0.4%,Republican / Democratic / Others
1592,Ohio - Scioto,Bush / Kerry / Others,18257 / 16823 / 117,51.9% / 47.8% / 0.3%,Republican / Democratic / Others
1593,Ohio - Seneca,Bush / Kerry / Others,15885 / 10958 / 148,58.9% / 40.6% / 0.5%,Republican / Democratic / Others
1594,Ohio - Shelby,Bush / Kerry / Others,16204 / 6534 / 116,70.9% / 28.6% / 0.5%,Republican / Democratic / Others
1595,Ohio - Stark,Kerry / Bush / Others,95338 / 92211 / 907,50.6% / 48.9% / 0.5%,Democratic / Republican / Others
1596,Ohio - Summit,Kerry / Bush / Others,156578 / 118553 / 1173,56.7% / 42.9% / 0.4%,Democratic / Republican / Others
1597,Ohio - Trumbull,Kerry / Bush / Others,66673 / 40976 / 495,61.7% / 37.9% / 0.5%,Democratic / Republican / Others
1598,Ohio - Tuscarawas,Bush / Kerry / Others,23825 / 18854 / 225,55.5% / 43.9% / 0.5%,Republican / Democratic / Others
1599,Ohio - Union,Bush / Kerry / Others,15869 / 6665 / 96,70.1% / 29.5% / 0.4%,Republican / Democratic / Others
1600,Ohio - Van Wert,Bush / Kerry / Others,10678 / 4094 / 54,72.0% / 27.6% / 0.4%,Republican / Democratic / Others
1601,Ohio - Vinton,Bush / Kerry / Others,3251 / 2651 / 28,54.8% / 44.7% / 0.5%,Republican / Democratic / Others
1602,Ohio - Warren,Bush / Kerry / Others,68035 / 26043 / 341,72.1% / 27.6% / 0.4%,Republican / Democratic / Others
1603,Ohio - Washington,Bush / Kerry / Others,17480 / 12475 / 146,58.1% / 41.4% / 0.5%,Republican / Democratic / Others
1604,Ohio - Wayne,Bush / Kerry / Others,31879 / 19786 / 183,61.5% / 38.2% / 0.4%,Republican / Democratic / Others
1605,Ohio - Williams,Bush / Kerry / Others,12040 / 6481 / 118,64.6% / 34.8% / 0.6%,Republican / Democratic / Others
1606,Ohio - Wood,Bush / Kerry / Others,33592 / 29401 / 353,53.0% / 46.4% / 0.6%,Republican / Democratic / Others
1607,Ohio - Wyandot,Bush / Kerry / Others,7256 / 3707 / 81,65.7% / 33.6% / 0.7%,Republican / Democratic / Others
1608,Oklahoma - Adair,Bush / Kerry / Others,4970 / 2560 / 0,66% / 34% / 0%,Republican / Democratic / Others
1609,Oklahoma - Alfalfa,Bush / Kerry / Others,2201 / 470 / 0,82% / 18% / 0%,Republican / Democratic / Others
1610,Oklahoma - Atoka,Bush / Kerry / Others,3140 / 1946 / 0,62% / 38% / 0%,Republican / Democratic / Others
1611,Oklahoma - Beaver,Bush / Kerry / Others,2271 / 297 / 0,88% / 12% / 0%,Republican / Democratic / Others
1612,Oklahoma - Beckham,Bush / Kerry / Others,5454 / 1931 / 0,74% / 26% / 0%,Republican / Democratic / Others
1613,Oklahoma - Blaine,Bush / Kerry / Others,3199 / 1222 / 0,72% / 28% / 0%,Republican / Democratic / Others
1614,Oklahoma - Bryan,Bush / Kerry / Others,8614 / 5742 / 0,60% / 40% / 0%,Republican / Democratic / Others
1615,Oklahoma - Caddo,Bush / Kerry / Others,6491 / 3916 / 0,62% / 38% / 0%,Republican / Democratic / Others
1616,Oklahoma - Canadian,Bush / Kerry / Others,33297 / 9712 / 0,77% / 23% / 0%,Republican / Democratic / Others
1617,Oklahoma - Carter,Bush / Kerry / Others,12173 / 6464 / 0,65% / 35% / 0%,Republican / Democratic / Others
1618,Oklahoma - Cherokee,Bush / Kerry / Others,9563 / 8622 / 0,53% / 47% / 0%,Republican / Democratic / Others
1619,Oklahoma - Choctaw,Bush / Kerry / Others,3168 / 2639 / 0,55% / 45% / 0%,Republican / Democratic / Others
1620,Oklahoma - Cimarron,Bush / Kerry / Others,1242 / 184 / 0,87% / 13% / 0%,Republican / Democratic / Others
1621,Oklahoma - Cleveland,Bush / Kerry / Others,65666 / 33984 / 0,66% / 34% / 0%,Republican / Democratic / Others
1622,Oklahoma - Coal,Bush / Kerry / Others,1396 / 1203 / 0,54% / 46% / 0%,Republican / Democratic / Others
1623,Oklahoma - Comanche,Bush / Kerry / Others,21163 / 12020 / 0,64% / 36% / 0%,Republican / Democratic / Others
1624,Oklahoma - Cotton,Bush / Kerry / Others,1742 / 898 / 0,66% / 34% / 0%,Republican / Democratic / Others
1625,Oklahoma - Craig,Bush / Kerry / Others,3894 / 2504 / 0,61% / 39% / 0%,Republican / Democratic / Others
1626,Oklahoma - Creek,Bush / Kerry / Others,18845 / 9927 / 0,66% / 35% / 0%,Republican / Democratic / Others
1627,Oklahoma - Custer,Bush / Kerry / Others,7839 / 2801 / 0,74% / 26% / 0%,Republican / Democratic / Others
1628,Oklahoma - Delaware,Bush / Kerry / Others,10016 / 5591 / 0,64% / 36% / 0%,Republican / Democratic / Others
1629,Oklahoma - Dewey,Bush / Kerry / Others,1843 / 408 / 0,82% / 18% / 0%,Republican / Democratic / Others
1630,Oklahoma - Ellis,Bush / Kerry / Others,1685 / 395 / 0,81% / 19% / 0%,Republican / Democratic / Others
1631,Oklahoma - Garfield,Bush / Kerry / Others,17685 / 5586 / 0,76% / 24% / 0%,Republican / Democratic / Others
1632,Oklahoma - Garvin,Bush / Kerry / Others,7610 / 3706 / 0,67% / 33% / 0%,Republican / Democratic / Others
1633,Oklahoma - Grady,Bush / Kerry / Others,14129 / 5969 / 0,70% / 30% / 0%,Republican / Democratic / Others
1634,Oklahoma - Grant,Bush / Kerry / Others,1950 / 571 / 0,77% / 23% / 0%,Republican / Democratic / Others
1635,Oklahoma - Greer,Bush / Kerry / Others,1529 / 719 / 0,68% / 32% / 0%,Republican / Democratic / Others
1636,Oklahoma - Harmon,Bush / Kerry / Others,838 / 354 / 0,70% / 30% / 0%,Republican / Democratic / Others
1637,Oklahoma - Harper,Bush / Kerry / Others,1397 / 268 / 0,84% / 16% / 0%,Republican / Democratic / Others
1638,Oklahoma - Haskell,Bush / Kerry / Others,2946 / 2378 / 0,55% / 45% / 0%,Republican / Democratic / Others
1639,Oklahoma - Hughes,Bush / Kerry / Others,3066 / 2286 / 0,57% / 43% / 0%,Republican / Democratic / Others
1640,Oklahoma - Jackson,Bush / Kerry / Others,7024 / 2232 / 0,76% / 24% / 0%,Republican / Democratic / Others
1641,Oklahoma - Jefferson,Bush / Kerry / Others,1546 / 1057 / 0,59% / 41% / 0%,Republican / Democratic / Others
1642,Oklahoma - Johnston,Bush / Kerry / Others,2634 / 1711 / 0,61% / 39% / 0%,Republican / Democratic / Others
1643,Oklahoma - Kay,Bush / Kerry / Others,14177 / 5956 / 0,70% / 30% / 0%,Republican / Democratic / Others
1644,Oklahoma - Kingfisher,Bush / Kerry / Others,5629 / 1022 / 0,85% / 15% / 0%,Republican / Democratic / Others
1645,Oklahoma - Kiowa,Bush / Kerry / Others,2608 / 1413 / 0,65% / 35% / 0%,Republican / Democratic / Others
1646,Oklahoma - Latimer,Bush / Kerry / Others,2535 / 1945 / 0,57% / 43% / 0%,Republican / Democratic / Others
1647,Oklahoma - LeFlore,Bush / Kerry / Others,10681 / 6740 / 0,61% / 39% / 0%,Republican / Democratic / Others
1648,Oklahoma - Lincoln,Bush / Kerry / Others,10149 / 4041 / 0,72% / 28% / 0%,Republican / Democratic / Others
1649,Oklahoma - Logan,Bush / Kerry / Others,11467 / 4869 / 0,70% / 30% / 0%,Republican / Democratic / Others
1650,Oklahoma - Love,Bush / Kerry / Others,2295 / 1538 / 0,60% / 40% / 0%,Republican / Democratic / Others
1651,Oklahoma - Major,Bush / Kerry / Others,3120 / 537 / 0,85% / 15% / 0%,Republican / Democratic / Others
1652,Oklahoma - Marshall,Bush / Kerry / Others,3363 / 2088 / 0,62% / 38% / 0%,Republican / Democratic / Others
1653,Oklahoma - Mayes,Bush / Kerry / Others,9946 / 6933 / 0,59% / 41% / 0%,Republican / Democratic / Others
1654,Oklahoma - McClain,Bush / Kerry / Others,10038 / 3742 / 0,73% / 27% / 0%,Republican / Democratic / Others
1655,Oklahoma - McCurtain,Bush / Kerry / Others,7472 / 3684 / 0,67% / 33% / 0%,Republican / Democratic / Others
1656,Oklahoma - McIntosh,Bush / Kerry / Others,4692 / 4488 / 0,51% / 49% / 0%,Republican / Democratic / Others
1657,Oklahoma - Murray,Bush / Kerry / Others,3665 / 2310 / 0,61% / 39% / 0%,Republican / Democratic / Others
1658,Oklahoma - Muskogee,Bush / Kerry / Others,15121 / 12585 / 0,55% / 45% / 0%,Republican / Democratic / Others
1659,Oklahoma - Noble,Bush / Kerry / Others,3993 / 1335 / 0,75% / 25% / 0%,Republican / Democratic / Others
1660,Oklahoma - Nowata,Bush / Kerry / Others,2805 / 1659 / 0,63% / 37% / 0%,Republican / Democratic / Others
1661,Oklahoma - Okfuskee,Bush / Kerry / Others,2542 / 1743 / 0,59% / 41% / 0%,Republican / Democratic / Others
1662,Oklahoma - Oklahoma,Bush / Kerry / Others,174707 / 97283 / 0,64% / 36% / 0%,Republican / Democratic / Others
1663,Oklahoma - Okmulgee,Bush / Kerry / Others,8363 / 7367 / 0,53% / 47% / 0%,Republican / Democratic / Others
1664,Oklahoma - Osage,Bush / Kerry / Others,11467 / 8068 / 0,59% / 41% / 0%,Republican / Democratic / Others
1665,Oklahoma - Ottawa,Bush / Kerry / Others,7439 / 5084 / 0,59% / 41% / 0%,Republican / Democratic / Others
1666,Oklahoma - Pawnee,Bush / Kerry / Others,4412 / 2563 / 0,63% / 37% / 0%,Republican / Democratic / Others
1667,Oklahoma - Payne,Bush / Kerry / Others,19560 / 10101 / 0,66% / 34% / 0%,Republican / Democratic / Others
1668,Oklahoma - Pittsburg,Bush / Kerry / Others,11134 / 7452 / 0,60% / 40% / 0%,Republican / Democratic / Others
1669,Oklahoma - Pontotoc,Bush / Kerry / Others,9642 / 5165 / 0,65% / 35% / 0%,Republican / Democratic / Others
1670,Oklahoma - Pottawatomie,Bush / Kerry / Others,17212 / 8636 / 0,67% / 33% / 0%,Republican / Democratic / Others
1671,Oklahoma - Pushmataha,Bush / Kerry / Others,2862 / 1934 / 0,60% / 40% / 0%,Republican / Democratic / Others
1672,Oklahoma - Roger,Bush / Kerry / Others,1388 / 382 / 0,78% / 22% / 0%,Republican / Democratic / Others
1673,Oklahoma - Rogers,Bush / Kerry / Others,24981 / 11917 / 0,68% / 32% / 0%,Republican / Democratic / Others
1674,Oklahoma - Seminole,Bush / Kerry / Others,5623 / 3648 / 0,61% / 39% / 0%,Republican / Democratic / Others
1675,Oklahoma - Sequoyah,Bush / Kerry / Others,8865 / 5910 / 0,60% / 40% / 0%,Republican / Democratic / Others
1676,Oklahoma - Stephens,Bush / Kerry / Others,13645 / 5514 / 0,71% / 29% / 0%,Republican / Democratic / Others
1677,Oklahoma - Texas,Bush / Kerry / Others,5449 / 1016 / 0,84% / 16% / 0%,Republican / Democratic / Others
1678,Oklahoma - Tillman,Bush / Kerry / Others,2273 / 1175 / 0,66% / 34% / 0%,Republican / Democratic / Others
1679,Oklahoma - Tulsa,Bush / Kerry / Others,163434 / 90204 / 0,64% / 36% / 0%,Republican / Democratic / Others
1680,Oklahoma - Wagoner,Bush / Kerry / Others,19081 / 9157 / 0,68% / 32% / 0%,Republican / Democratic / Others
1681,Oklahoma - Washington,Bush / Kerry / Others,16551 / 6862 / 0,71% / 29% / 0%,Republican / Democratic / Others
1682,Oklahoma - Washita,Bush / Kerry / Others,3705 / 1340 / 0,73% / 27% / 0%,Republican / Democratic / Others
1683,Oklahoma - Woods],Bush / Kerry / Others,3165 / 930 / 0,77% / 23% / 0%,Republican / Democratic / Others
1684,Oklahoma - Woodward,Bush / Kerry / Others,6188 / 1457 / 0,81% / 19% / 0%,Republican / Democratic / Others
1685,South Carolina - Abbeville,Bush / Kerry / Others,5435 / 4389 / 100,54.77% / 44.23% / 1.01%,Republican / Democratic / Others
1686,South Carolina - Aiken,Bush / Kerry / Others,38912 / 19687 / 613,65.72% / 33.25% / 1.04%,Republican / Democratic / Others
1687,South Carolina - Allendale,Kerry / Bush / Others,2563 / 984 / 41,71.43% / 27.42% / 1.14%,Democratic / Republican / Others
1688,South Carolina - Anderson,Bush / Kerry / Others,43313 / 20670 / 670,66.99% / 31.97% / 1.04%,Republican / Democratic / Others
1689,South Carolina - Bamberg,Kerry / Bush / Others,3837 / 2135 / 57,63.64% / 35.41% / 0.95%,Democratic / Republican / Others
1690,South Carolina - Barnwell,Bush / Kerry / Others,4602 / 3979 / 97,53.03% / 45.85% / 1.12%,Republican / Democratic / Others
1691,South Carolina - Beaufort,Bush / Kerry / Others,28018 / 17880 / 348,60.58% / 38.66% / 0.75%,Republican / Democratic / Others
1692,South Carolina - Berkeley,Bush / Kerry / Others,29165 / 18289 / 641,60.64% / 38.03% / 1.33%,Republican / Democratic / Others
1693,South Carolina - Calhoun,Bush / Kerry / Others,3447 / 3390 / 78,49.85% / 49.02% / 1.13%,Republican / Democratic / Others
1694,South Carolina - Charleston,Bush / Kerry / Others,61787 / 56636 / 2129,51.25% / 46.98% / 1.77%,Republican / Democratic / Others
1695,South Carolina - Cherokee,Bush / Kerry / Others,12064 / 6443 / 158,64.63% / 34.52% / 0.85%,Republican / Democratic / Others
1696,South Carolina - Chester,Bush / Kerry / Others,5205 / 5200 / 126,49.43% / 49.38% / 1.20%,Republican / Democratic / Others
1697,South Carolina - Chesterfield,Bush / Kerry / Others,7176 / 6642 / 67,51.68% / 47.84% / 0.48%,Republican / Democratic / Others
1698,South Carolina - Clarendon,Kerry / Bush / Others,7050 / 6035 / 51,53.67% / 45.94% / 0.39%,Democratic / Republican / Others
1699,South Carolina - Colleton,Bush / Kerry / Others,7242 / 6672 / 144,51.52% / 47.46% / 1.02%,Republican / Democratic / Others
1700,South Carolina - Darlington,Bush / Kerry / Others,13406 / 11811 / 209,52.73% / 46.45% / 0.82%,Republican / Democratic / Others
1701,South Carolina - Dillon,Kerry / Bush / Others,4831 / 4293 / 102,52.36% / 46.53% / 1.11%,Democratic / Republican / Others
1702,South Carolina - Dorchester,Bush / Kerry / Others,26006 / 14733 / 578,62.94% / 35.66% / 1.40%,Republican / Democratic / Others
1703,South Carolina - Edgefield,Bush / Kerry / Others,5611 / 4051 / 84,57.57% / 41.57% / 0.86%,Republican / Democratic / Others
1704,South Carolina - Fairfield,Kerry / Bush / Others,5423 / 3173 / 135,62.11% / 36.34% / 1.55%,Democratic / Republican / Others
1705,South Carolina - Florence,Bush / Kerry / Others,27488 / 21267 / 412,55.91% / 43.25% / 0.84%,Republican / Democratic / Others
1706,South Carolina - Georgetown,Bush / Kerry / Others,12420 / 10456 / 382,53.40% / 44.96% / 1.64%,Republican / Democratic / Others
1707,South Carolina - Greenville,Bush / Kerry / Others,109292 / 54286 / 1961,66.02% / 32.79% / 1.18%,Republican / Democratic / Others
1708,South Carolina - Greenwood,Bush / Kerry / Others,14136 / 8859 / 221,60.89% / 38.16% / 0.95%,Republican / Democratic / Others
1709,South Carolina - Hampton,Kerry / Bush / Others,4096 / 2798 / 85,58.69% / 40.09% / 1.22%,Democratic / Republican / Others
1710,South Carolina - Horry,Bush / Kerry / Others,50382 / 29489 / 1346,62.03% / 36.31% / 1.66%,Republican / Democratic / Others
1711,South Carolina - Jasper,Kerry / Bush / Others,3828 / 2929 / 72,56.06% / 42.89% / 1.05%,Democratic / Republican / Others
1712,South Carolina - Kershaw,Bush / Kerry / Others,14160 / 8515 / 340,61.53% / 37.00% / 1.48%,Republican / Democratic / Others
1713,South Carolina - Lancaster,Bush / Kerry / Others,11883 / 7043 / 253,61.96% / 36.72% / 1.32%,Republican / Democratic / Others
1714,South Carolina - Laurens,Bush / Kerry / Others,14367 / 9109 / 154,60.80% / 38.55% / 0.65%,Republican / Democratic / Others
1715,South Carolina - Lee,Kerry / Bush / Others,4577 / 2611 / 32,63.39% / 36.16% / 0.44%,Democratic / Republican / Others
1716,South Carolina - Lexington,Bush / Kerry / Others,66991 / 25334 / 899,71.86% / 27.18% / 0.96%,Republican / Democratic / Others
1717,South Carolina - Marion,Bush / Kerry / Others,2073 / 2071 / 48,49.45% / 49.40% / 1.15%,Republican / Democratic / Others
1718,South Carolina - Marlboro,Kerry / Bush / Others,4984 / 3423 / 161,58.17% / 39.95% / 1.88%,Democratic / Republican / Others
1719,South Carolina - McCormick,Kerry / Bush / Others,2643 / 2443 / 23,51.73% / 47.82% / 0.45%,Democratic / Republican / Others
1720,South Carolina - Newberry,Bush / Kerry / Others,7257 / 4273 / 263,61.54% / 36.23% / 2.23%,Republican / Democratic / Others
1721,South Carolina - Oconee,Bush / Kerry / Others,18715 / 8326 / 323,68.39% / 30.43% / 1.18%,Republican / Democratic / Others
1722,South Carolina - Orangeburg,Kerry / Bush / Others,24655 / 12676 / 171,65.74% / 33.80% / 0.46%,Democratic / Republican / Others
1723,South Carolina - Pickens,Bush / Kerry / Others,29706 / 10272 / 461,73.46% / 25.40% / 1.14%,Republican / Democratic / Others
1724,South Carolina - Richland,Kerry / Bush / Others,65098 / 47390 / 1130,57.30% / 41.71% / 0.99%,Democratic / Republican / Others
1725,South Carolina - Saluda,Bush / Kerry / Others,3496 / 2183 / 14,61.41% / 38.35% / 0.25%,Republican / Democratic / Others
1726,South Carolina - Spartanburg,Bush / Kerry / Others,61892 / 33545 / 1121,64.10% / 34.74% / 1.16%,Republican / Democratic / Others
1727,South Carolina - Sumter,Kerry / Bush / Others,18582 / 17905 / 236,50.60% / 48.76% / 0.64%,Democratic / Republican / Others
1728,South Carolina - Union,Bush / Kerry / Others,6592 / 5036 / 106,56.18% / 42.92% / 0.90%,Republican / Democratic / Others
1729,South Carolina - Williamsburg,Kerry / Bush / Others,9039 / 4793 / 79,64.98% / 34.45% / 0.57%,Democratic / Republican / Others
1730,South Carolina - York,Bush / Kerry / Others,45180 / 24201 / 720,64.45% / 34.52% / 1.03%,Republican / Democratic / Others
1731,"South Dakota - Aurora County, South Dakota",Bush / Kerry / Others,1009 / 620 / 20,61.2% / 37.6% / 1.2%,Republican / Democrat / Others
1732,"South Dakota - Beadle County, South Dakota",Bush / Kerry / Others,4917 / 3443 / 120,58.0% / 40.6% / 1.4%,Republican / Democrat / Others
1733,"South Dakota - Bennett County, South Dakota",Bush / Kerry / Others,833 / 759 / 38,51.1% / 46.6% / 2.3%,Republican / Democrat / Others
1734,"South Dakota - Bon Homme County, South Dakota",Bush / Kerry / Others,2063 / 1293 / 52,60.5% / 37.9% / 1.5%,Republican / Democrat / Others
1735,"South Dakota - Brookings County, South Dakota",Bush / Kerry / Others,7662 / 5443 / 270,57.3% / 40.7% / 2.0%,Republican / Democrat / Others
1736,"South Dakota - Brown County, South Dakota",Bush / Kerry / Others,10386 / 7943 / 270,55.8% / 42.7% / 1.5%,Republican / Democrat / Others
1737,"South Dakota - Brule County, South Dakota",Bush / Kerry / Others,1544 / 1040 / 45,58.7% / 39.6% / 1.7%,Republican / Democrat / Others
1738,"South Dakota - Buffalo County, South Dakota",Kerry / Bush / Others,603 / 223 / 15,71.7% / 26.5% / 1.8%,Democrat / Republican / Others
1739,"South Dakota - Butte County, South Dakota",Bush / Kerry / Others,3166 / 1009 / 96,74.1% / 23.6% / 2.2%,Republican / Democrat / Others
1740,"South Dakota - Campbell County, South Dakota",Bush / Kerry / Others,708 / 239 / 12,73.8% / 24.9% / 1.3%,Republican / Democrat / Others
1741,"South Dakota - Charles Mix County, South Dakota",Bush / Kerry / Others,2556 / 2155 / 87,53.3% / 44.9% / 1.8%,Republican / Democrat / Others
1742,"South Dakota - Clark County, South Dakota",Bush / Kerry / Others,1435 / 875 / 17,61.7% / 37.6% / 0.7%,Republican / Democrat / Others
1743,"South Dakota - Clay County, South Dakota",Kerry / Bush / Others,3315 / 2692 / 129,54.0% / 43.9% / 2.1%,Democrat / Republican / Others
1744,"South Dakota - Codington County, South Dakota",Bush / Kerry / Others,7778 / 4803 / 170,61.0% / 37.7% / 1.3%,Republican / Democrat / Others
1745,"South Dakota - Corson County, South Dakota",Kerry / Bush / Others,972 / 720 / 32,56.4% / 41.8% / 1.9%,Democrat / Republican / Others
1746,"South Dakota - Custer County, South Dakota",Bush / Kerry / Others,2922 / 1272 / 110,67.9% / 29.6% / 2.6%,Republican / Democrat / Others
1747,"South Dakota - Davison County, South Dakota",Bush / Kerry / Others,5561 / 3263 / 128,62.1% / 36.4% / 1.4%,Republican / Democrat / Others
1748,"South Dakota - Day County, South Dakota",Kerry / Bush / Others,1817 / 1671 / 52,51.3% / 47.2% / 1.5%,Democrat / Republican / Others
1749,"South Dakota - Deuel County, South Dakota",Bush / Kerry / Others,1406 / 961 / 45,58.3% / 39.8% / 1.9%,Republican / Democrat / Others
1750,"South Dakota - Dewey County, South Dakota",Kerry / Bush / Others,1606 / 921 / 37,62.6% / 35.9% / 1.4%,Democrat / Republican / Others
1751,"South Dakota - Douglas County, South Dakota",Bush / Kerry / Others,1596 / 393 / 23,79.3% / 19.5% / 1.1%,Republican / Democrat / Others
1752,"South Dakota - Edmunds County, South Dakota",Bush / Kerry / Others,1434 / 765 / 35,64.2% / 34.2% / 1.6%,Republican / Democrat / Others
1753,"South Dakota - Fall River County, South Dakota",Bush / Kerry / Others,2413 / 1326 / 106,62.8% / 34.5% / 2.8%,Republican / Democrat / Others
1754,"South Dakota - Faulk County, South Dakota",Bush / Kerry / Others,945 / 418 / 6,69.0% / 30.5% / 0.4%,Republican / Democrat / Others
1755,"South Dakota - Grant County, South Dakota",Bush / Kerry / Others,2392 / 1633 / 65,58.5% / 39.9% / 1.6%,Republican / Democrat / Others
1756,"South Dakota - Gregory County, South Dakota",Bush / Kerry / Others,1685 / 813 / 48,66.2% / 31.9% / 1.9%,Republican / Democrat / Others
1757,"South Dakota - Haakon County, South Dakota",Bush / Kerry / Others,1007 / 219 / 14,81.2% / 17.7% / 1.1%,Republican / Democrat / Others
1758,"South Dakota - Hamlin County, South Dakota",Bush / Kerry / Others,1946 / 1015 / 50,64.6% / 33.7% / 1.7%,Republican / Democrat / Others
1759,"South Dakota - Hand County, South Dakota",Bush / Kerry / Others,1482 / 668 / 37,67.8% / 30.5% / 1.7%,Republican / Democrat / Others
1760,"South Dakota - Hanson County, South Dakota",Bush / Kerry / Others,1379 / 745 / 26,64.1% / 34.7% / 1.2%,Republican / Democrat / Others
1761,"South Dakota - Harding County, South Dakota",Bush / Kerry / Others,704 / 94 / 17,86.4% / 11.5% / 2.1%,Republican / Democrat / Others
1762,"South Dakota - Hughes County, South Dakota",Bush / Kerry / Others,6017 / 2697 / 121,68.1% / 30.5% / 1.4%,Republican / Democrat / Others
1763,"South Dakota - Hutchinson County, South Dakota",Bush / Kerry / Others,2899 / 1177 / 71,69.9% / 28.4% / 1.7%,Republican / Democrat / Others
1764,"South Dakota - Hyde County, South Dakota",Bush / Kerry / Others,631 / 259 / 10,70.1% / 28.8% / 1.1%,Republican / Democrat / Others
1765,"South Dakota - Jackson County, South Dakota",Bush / Kerry / Others,726 / 508 / 37,57.1% / 40.0% / 2.9%,Republican / Democrat / Others
1766,"South Dakota - Jerauld County, South Dakota",Bush / Kerry / Others,736 / 482 / 18,59.5% / 39.0% / 1.5%,Republican / Democrat / Others
1767,"South Dakota - Jones County, South Dakota",Bush / Kerry / Others,565 / 134 / 18,78.8% / 18.7% / 2.5%,Republican / Democrat / Others
1768,"South Dakota - Kingsbury County, South Dakota",Bush / Kerry / Others,1804 / 1163 / 47,59.9% / 38.6% / 1.6%,Republican / Democrat / Others
1769,"South Dakota - Lake County, South Dakota",Bush / Kerry / Others,3359 / 2509 / 139,55.9% / 41.8% / 2.3%,Republican / Democrat / Others
1770,"South Dakota - Lawrence County, South Dakota",Bush / Kerry / Others,7489 / 3857 / 273,64.5% / 33.2% / 2.3%,Republican / Democrat / Others
1771,"South Dakota - Lincoln County, South Dakota",Bush / Kerry / Others,11161 / 5703 / 202,65.4% / 33.4% / 1.2%,Republican / Democrat / Others
1772,"South Dakota - Lyman County, South Dakota",Bush / Kerry / Others,1029 / 872 / 39,53.0% / 44.9% / 2.0%,Republican / Democrat / Others
1773,"South Dakota - McCook County, South Dakota",Bush / Kerry / Others,2017 / 1201 / 53,61.7% / 36.7% / 1.6%,Republican / Democrat / Others
1774,"South Dakota - McPherson County, South Dakota",Bush / Kerry / Others,1180 / 369 / 30,74.7% / 23.4% / 1.9%,Republican / Democrat / Others
1775,"South Dakota - Marshall County, South Dakota",Bush / Kerry / Others,1242 / 1099 / 23,52.5% / 46.5% / 1.0%,Republican / Democrat / Others
1776,"South Dakota - Meade County, South Dakota",Bush / Kerry / Others,8347 / 2941 / 216,72.6% / 25.6% / 1.9%,Republican / Democrat / Others
1777,"South Dakota - Mellette County, South Dakota",Bush / Kerry / Others,553 / 361 / 17,59.4% / 38.8% / 1.8%,Republican / Democrat / Others
1778,"South Dakota - Miner County, South Dakota",Bush / Kerry / Others,810 / 641 / 19,55.1% / 43.6% / 1.3%,Republican / Democrat / Others
1779,"South Dakota - Minnehaha County, South Dakota",Bush / Kerry / Others,44189 / 32314 / 1129,56.9% / 41.6% / 1.5%,Republican / Democrat / Others
1780,"South Dakota - Moody County, South Dakota",Bush / Kerry / Others,1790 / 1609 / 52,51.9% / 46.6% / 1.5%,Republican / Democrat / Others
1781,"South Dakota - Pennington County, South Dakota",Bush / Kerry / Others,29976 / 14213 / 779,66.7% / 31.6% / 1.7%,Republican / Democrat / Others
1782,"South Dakota - Perkins County, South Dakota",Bush / Kerry / Others,1329 / 418 / 66,73.3% / 23.1% / 3.6%,Republican / Democrat / Others
1783,"South Dakota - Potter County, South Dakota",Bush / Kerry / Others,1143 / 463 / 12,70.6% / 28.6% / 0.7%,Republican / Democrat / Others
1784,"South Dakota - Roberts County, South Dakota",Kerry / Bush / Others,2527 / 2396 / 59,50.7% / 48.1% / 1.2%,Democrat / Republican / Others
1785,"South Dakota - Sanborn County, South Dakota",Bush / Kerry / Others,817 / 581 / 28,57.3% / 40.7% / 2.0%,Republican / Democrat / Others
1786,"South Dakota - Shannon County, South Dakota",Kerry / Bush / Others,3566 / 526 / 122,84.6% / 12.5% / 2.9%,Democrat / Republican / Others
1787,"South Dakota - Spink County, South Dakota",Bush / Kerry / Others,2259 / 1478 / 37,59.9% / 39.2% / 1.0%,Republican / Democrat / Others
1788,"South Dakota - Stanley County, South Dakota",Bush / Kerry / Others,1129 / 464 / 30,69.6% / 28.6% / 1.8%,Republican / Democrat / Others
1789,"South Dakota - Sully County, South Dakota",Bush / Kerry / Others,702 / 201 / 14,76.6% / 21.9% / 1.5%,Republican / Democrat / Others
1790,"South Dakota - Todd County, South Dakota",Kerry / Bush / Others,2543 / 889 / 92,72.2% / 25.2% / 2.6%,Democrat / Republican / Others
1791,"South Dakota - Tripp County, South Dakota",Bush / Kerry / Others,2230 / 972 / 43,68.7% / 30.0% / 1.3%,Republican / Democrat / Others
